Date,Location,New_Cases,New_Deaths,Total_Cases,Total_Deaths
07-03-2020,Austria,19,,66,
08-03-2020,Austria,38,,104,
09-03-2020,Austria,8,,112,
10-03-2020,Austria,19,,131,
11-03-2020,Austria,51,,182,
01-03-2020,Azerbaijan,,,3,
02-03-2020,Azerbaijan,0,,3,
03-03-2020,Azerbaijan,0,,3,
04-03-2020,Azerbaijan,0,,3,
05-03-2020,Azerbaijan,0,,3,
06-03-2020,Azerbaijan,0,,3,
07-03-2020,Azerbaijan,6,,9,
08-03-2020,Azerbaijan,0,,9,
09-03-2020,Azerbaijan,0,,9,
10-03-2020,Azerbaijan,0,,9,
11-03-2020,Azerbaijan,0,,9,
25-02-2020,Bahrain,,,8,
26-02-2020,Bahrain,18,,26,
27-02-2020,Bahrain,7,,33,
28-02-2020,Bahrain,0,,33,
29-02-2020,Bahrain,5,,38,
01-03-2020,Bahrain,2,,40,
02-03-2020,Bahrain,7,,47,
03-03-2020,Bahrain,2,,49,
04-03-2020,Bahrain,0,,49,
05-03-2020,Bahrain,0,,49,
06-03-2020,Bahrain,0,,49,
07-03-2020,Bahrain,0,,49,
08-03-2020,Bahrain,7,,56,
09-03-2020,Bahrain,23,,79,
10-03-2020,Bahrain,30,,109,
11-03-2020,Bahrain,1,,110,
09-03-2020,Bangladesh,,,3,
10-03-2020,Bangladesh,0,,3,
11-03-2020,Bangladesh,0,,3,
28-02-2020,Belarus,,,1,
29-02-2020,Belarus,0,,1,
01-03-2020,Belarus,0,,1,
02-03-2020,Belarus,0,,1,
03-03-2020,Belarus,0,,1,
04-03-2020,Belarus,0,,1,
05-03-2020,Belarus,5,,6,
06-03-2020,Belarus,0,,6,
07-03-2020,Belarus,0,,6,
08-03-2020,Belarus,0,,6,
09-03-2020,Belarus,0,,6,
10-03-2020,Belarus,0,,6,
11-03-2020,Belarus,3,,9,
05-02-2020,Belgium,,,1,
06-02-2020,Belgium,0,,1,
07-02-2020,Belgium,0,,1,
08-02-2020,Belgium,0,,1,
09-02-2020,Belgium,0,,1,
10-02-2020,Belgium,0,,1,
11-02-2020,Belgium,0,,1,
12-02-2020,Belgium,0,,1,
13-02-2020,Belgium,0,,1,
14-02-2020,Belgium,0,,1,
15-02-2020,Belgium,0,,1,
16-02-2020,Belgium,0,,1,
17-02-2020,Belgium,0,,1,
18-02-2020,Belgium,0,,1,
19-02-2020,Belgium,0,,1,
20-02-2020,Belgium,0,,1,
21-02-2020,Belgium,0,,1,
22-02-2020,Belgium,0,,1,
23-02-2020,Belgium,0,,1,
24-02-2020,Belgium,0,,1,
25-02-2020,Belgium,0,,1,
26-02-2020,Belgium,0,,1,
27-02-2020,Belgium,0,,1,
28-02-2020,Belgium,0,,1,
29-02-2020,Belgium,0,,1,
01-03-2020,Belgium,0,,1,
02-03-2020,Belgium,0,,1,
03-03-2020,Belgium,7,,8,
04-03-2020,Belgium,0,,8,
05-03-2020,Belgium,15,,23,
06-03-2020,Belgium,27,,50,
07-03-2020,Belgium,59,,109,
08-03-2020,Belgium,60,,169,
09-03-2020,Belgium,31,,200,
10-03-2020,Belgium,39,,239,
11-03-2020,Belgium,28,,267,
06-03-2020,Bhutan,,,1,
07-03-2020,Bhutan,0,,1,
08-03-2020,Bhutan,0,,1,
09-03-2020,Bhutan,0,,1,
10-03-2020,Bhutan,0,,1,
11-03-2020,Bhutan,0,,1,
11-03-2020,Bolivia (Plurinational State of),,,2,
05-03-2020,Bosnia and Herzegovina,,,2,
06-03-2020,Bosnia and Herzegovina,0,,2,
07-03-2020,Bosnia and Herzegovina,0,,2,
08-03-2020,Bosnia and Herzegovina,0,,2,
09-03-2020,Bosnia and Herzegovina,0,,2,
10-03-2020,Bosnia and Herzegovina,0,,2,
11-03-2020,Bosnia and Herzegovina,2,,4,
27-02-2020,Brazil,,,1,
28-02-2020,Brazil,0,,1,
29-02-2020,Brazil,0,,1,
01-03-2020,Brazil,1,,2,
02-03-2020,Brazil,0,,2,
03-03-2020,Brazil,0,,2,
04-03-2020,Brazil,0,,2,
05-03-2020,Brazil,1,,3,
06-03-2020,Brazil,4,,7,
07-03-2020,Brazil,6,,13,
08-03-2020,Brazil,6,,19,
09-03-2020,Brazil,6,,25,
10-03-2020,Brazil,0,,25,
11-03-2020,Brazil,9,,34,
10-03-2020,Brunei Darussalam,,,1,
11-03-2020,Brunei Darussalam,0,,1,
08-03-2020,Bulgaria,,,2,
09-03-2020,Bulgaria,2,,4,
10-03-2020,Bulgaria,0,,4,
11-03-2020,Bulgaria,6,,10,
11-03-2020,Burkina Faso,,,2,
28-01-2020,Cambodia,,,1,
29-01-2020,Cambodia,0,,1,
30-01-2020,Cambodia,0,,1,
31-01-2020,Cambodia,0,,1,
01-02-2020,Cambodia,0,,1,
02-02-2020,Cambodia,0,,1,
03-02-2020,Cambodia,0,,1,
04-02-2020,Cambodia,0,,1,
05-02-2020,Cambodia,0,,1,
06-02-2020,Cambodia,0,,1,
07-02-2020,Cambodia,0,,1,
08-02-2020,Cambodia,0,,1,
09-02-2020,Cambodia,0,,1,
10-02-2020,Cambodia,0,,1,
11-02-2020,Cambodia,0,,1,
12-02-2020,Cambodia,0,,1,
13-02-2020,Cambodia,0,,1,
14-02-2020,Cambodia,0,,1,
15-02-2020,Cambodia,0,,1,
16-02-2020,Cambodia,0,,1,
17-02-2020,Cambodia,0,,1,
18-02-2020,Cambodia,0,,1,
19-02-2020,Cambodia,0,,1,
20-02-2020,Cambodia,0,,1,
21-02-2020,Cambodia,0,,1,
22-02-2020,Cambodia,0,,1,
23-02-2020,Cambodia,0,,1,
24-02-2020,Cambodia,0,,1,
25-02-2020,Cambodia,0,,1,
26-02-2020,Cambodia,0,,1,
27-02-2020,Cambodia,0,,1,
28-02-2020,Cambodia,0,,1,
29-02-2020,Cambodia,0,,1,
01-03-2020,Cambodia,0,,1,
02-03-2020,Cambodia,0,,1,
03-03-2020,Cambodia,0,,1,
04-03-2020,Cambodia,0,,1,
05-03-2020,Cambodia,0,,1,
06-03-2020,Cambodia,0,,1,
07-03-2020,Cambodia,0,,1,
08-03-2020,Cambodia,1,,2,
09-03-2020,Cambodia,0,,2,
10-03-2020,Cambodia,0,,2,
11-03-2020,Cambodia,1,,3,
06-03-2020,Cameroon,,,1,
07-03-2020,Cameroon,1,,2,
08-03-2020,Cameroon,0,,2,
09-03-2020,Cameroon,0,,2,
10-03-2020,Cameroon,0,,2,
11-03-2020,Cameroon,0,,2,
27-01-2020,Canada,,,1,
28-01-2020,Canada,1,,2,
29-01-2020,Canada,1,,3,
30-01-2020,Canada,0,,3,
31-01-2020,Canada,0,,3,
01-02-2020,Canada,1,,4,
02-02-2020,Canada,0,,4,
03-02-2020,Canada,0,,4,
04-02-2020,Canada,0,,4,
05-02-2020,Canada,1,,5,
06-02-2020,Canada,0,,5,
07-02-2020,Canada,2,,7,
08-02-2020,Canada,0,,7,
09-02-2020,Canada,0,,7,
10-02-2020,Canada,0,,7,
11-02-2020,Canada,0,,7,
12-02-2020,Canada,0,,7,
13-02-2020,Canada,0,,7,
14-02-2020,Canada,0,,7,
15-02-2020,Canada,0,,7,
16-02-2020,Canada,0,,7,
17-02-2020,Canada,0,,7,
18-02-2020,Canada,1,,8,
19-02-2020,Canada,0,,8,
20-02-2020,Canada,0,,8,
21-02-2020,Canada,0,,8,
22-02-2020,Canada,0,,8,
23-02-2020,Canada,1,,9,
24-02-2020,Canada,0,,9,
25-02-2020,Canada,1,,10,
26-02-2020,Canada,0,,10,
27-02-2020,Canada,1,,11,
28-02-2020,Canada,0,,11,
29-02-2020,Canada,3,,14,
01-03-2020,Canada,5,,19,
02-03-2020,Canada,0,,19,
03-03-2020,Canada,8,,27,
04-03-2020,Canada,3,,30,
05-03-2020,Canada,0,,30,
06-03-2020,Canada,15,,45,
07-03-2020,Canada,6,,51,
08-03-2020,Canada,6,,57,
09-03-2020,Canada,5,,62,
10-03-2020,Canada,15,,77,
11-03-2020,Canada,16,,93,1
04-03-2020,Chile,,,1,
05-03-2020,Chile,0,,1,
06-03-2020,Chile,0,,1,
07-03-2020,Chile,4,,5,
08-03-2020,Chile,0,,5,
09-03-2020,Chile,5,,10,
10-03-2020,Chile,3,,13,
11-03-2020,Chile,4,,17,
21-01-2020,China,,,278,6
22-01-2020,China,32,0,310,6
23-01-2020,China,264,11,574,17
24-01-2020,China,261,8,835,25
25-01-2020,China,462,16,1297,41
26-01-2020,China,688,15,1985,56
27-01-2020,China,776,24,2761,80
28-01-2020,China,1776,26,4537,106
29-01-2020,China,1460,26,5997,132
30-01-2020,China,1739,38,7736,170
31-01-2020,China,1984,43,9720,213
01-02-2020,China,2101,46,11821,259
02-02-2020,China,2590,45,14411,304
03-02-2020,China,2827,57,17238,361
04-02-2020,China,3233,64,20471,425
05-02-2020,China,3892,66,24363,491
06-02-2020,China,3697,73,28060,564
07-02-2020,China,3151,73,31211,637
08-02-2020,China,3387,86,34598,723
09-02-2020,China,2653,89,37251,812
10-02-2020,China,2984,97,40235,909
11-02-2020,China,2473,108,42708,1017
12-02-2020,China,2022,97,44730,1114
13-02-2020,China,1820,254,46550,1368
14-02-2020,China,1998,13,48548,1381
15-02-2020,China,1506,143,50054,1524
16-02-2020,China,1120,142,51174,1666
17-02-2020,China,19461,106,70635,1772
18-02-2020,China,1893,98,72528,1870
19-02-2020,China,1752,136,74280,2006
20-02-2020,China,395,115,74675,2121
21-02-2020,China,894,118,75569,2239
22-02-2020,China,823,109,76392,2348
23-02-2020,China,650,97,77042,2445
24-02-2020,China,220,150,77262,2595
25-02-2020,China,518,71,77780,2666
26-02-2020,China,411,52,78191,2718
27-02-2020,China,439,29,78630,2747
28-02-2020,China,331,44,78961,2791
29-02-2020,China,433,47,79394,2838
01-03-2020,China,574,35,79968,2873
02-03-2020,China,206,42,80174,2915
03-03-2020,China,130,31,80304,2946
04-03-2020,China,118,38,80422,2984
05-03-2020,China,143,31,80565,3015
06-03-2020,China,146,30,80711,3045
07-03-2020,China,102,28,80813,3073
08-03-2020,China,46,27,80859,3100
09-03-2020,China,45,23,80904,3123
10-03-2020,China,20,17,80924,3140
11-03-2020,China,31,22,80955,3162
07-03-2020,Colombia,,,1,
08-03-2020,Colombia,0,,1,
09-03-2020,Colombia,0,,1,
10-03-2020,Colombia,2,,3,
11-03-2020,Colombia,0,,3,
08-03-2020,Costa Rica,,,5,
09-03-2020,Costa Rica,4,,9,
10-03-2020,Costa Rica,0,,9,
11-03-2020,Costa Rica,4,,13,
26-02-2020,Croatia,,,2,
27-02-2020,Croatia,1,,3,
28-02-2020,Croatia,0,,3,
29-02-2020,Croatia,2,,5,
01-03-2020,Croatia,2,,7,
02-03-2020,Croatia,0,,7,
03-03-2020,Croatia,1,,8,
04-03-2020,Croatia,1,,9,
05-03-2020,Croatia,0,,9,
06-03-2020,Croatia,1,,10,
07-03-2020,Croatia,1,,11,
08-03-2020,Croatia,0,,11,
09-03-2020,Croatia,0,,11,
10-03-2020,Croatia,1,,12,
11-03-2020,Croatia,4,,16,
10-03-2020,Cyprus,,,2,
11-03-2020,Cyprus,0,,2,
02-03-2020,Czechia,,,3,
03-03-2020,Czechia,0,,3,
04-03-2020,Czechia,2,,5,
05-03-2020,Czechia,0,,5,
06-03-2020,Czechia,7,,12,
07-03-2020,Czechia,0,,12,
08-03-2020,Czechia,14,,26,
09-03-2020,Czechia,6,,32,
10-03-2020,Czechia,6,,38,
11-03-2020,Czechia,23,,61,
11-03-2020,Democratic Republic of the Congo,,,1,
27-02-2020,Denmark,,,1,
28-02-2020,Denmark,0,,1,
29-02-2020,Denmark,1,,2,
01-03-2020,Denmark,1,,3,
02-03-2020,Denmark,1,,4,
03-03-2020,Denmark,1,,5,
04-03-2020,Denmark,3,,8,
05-03-2020,Denmark,2,,10,
06-03-2020,Denmark,8,,18,
07-03-2020,Denmark,5,,23,
08-03-2020,Denmark,8,,31,
09-03-2020,Denmark,5,,36,
10-03-2020,Denmark,54,,90,
11-03-2020,Denmark,172,,262,
02-03-2020,Dominican Republic,,,1,
03-03-2020,Dominican Republic,0,,1,
04-03-2020,Dominican Republic,0,,1,
05-03-2020,Dominican Republic,0,,1,
06-03-2020,Dominican Republic,0,,1,
07-03-2020,Dominican Republic,0,,1,
08-03-2020,Dominican Republic,0,,1,
09-03-2020,Dominican Republic,0,,1,
10-03-2020,Dominican Republic,4,,5,
11-03-2020,Dominican Republic,0,,5,
01-03-2020,Ecuador,,,1,
02-03-2020,Ecuador,0,,1,
03-03-2020,Ecuador,5,,6,
04-03-2020,Ecuador,1,,7,
05-03-2020,Ecuador,0,,7,
06-03-2020,Ecuador,6,,13,
07-03-2020,Ecuador,1,,14,
08-03-2020,Ecuador,0,,14,
09-03-2020,Ecuador,1,,15,
10-03-2020,Ecuador,0,,15,
11-03-2020,Ecuador,0,,15,
15-02-2020,Egypt,,,1,
16-02-2020,Egypt,0,,1,
17-02-2020,Egypt,0,,1,
18-02-2020,Egypt,0,,1,
19-02-2020,Egypt,0,,1,
20-02-2020,Egypt,0,,1,
21-02-2020,Egypt,0,,1,
22-02-2020,Egypt,0,,1,
23-02-2020,Egypt,0,,1,
24-02-2020,Egypt,0,,1,
25-02-2020,Egypt,0,,1,
26-02-2020,Egypt,0,,1,
27-02-2020,Egypt,0,,1,
28-02-2020,Egypt,0,,1,
29-02-2020,Egypt,0,,1,
01-03-2020,Egypt,0,,1,
02-03-2020,Egypt,1,,2,
03-03-2020,Egypt,0,,2,
04-03-2020,Egypt,0,,2,
05-03-2020,Egypt,0,,2,
06-03-2020,Egypt,1,,3,
07-03-2020,Egypt,0,,3,
08-03-2020,Egypt,45,,48,
09-03-2020,Egypt,7,,55,1
10-03-2020,Egypt,4,0,59,1
11-03-2020,Egypt,0,0,59,1
27-02-2020,Estonia,,,1,
28-02-2020,Estonia,0,,1,
29-02-2020,Estonia,0,,1,
01-03-2020,Estonia,0,,1,
02-03-2020,Estonia,0,,1,
03-03-2020,Estonia,0,,1,
04-03-2020,Estonia,1,,2,
05-03-2020,Estonia,0,,2,
06-03-2020,Estonia,1,,3,
07-03-2020,Estonia,7,,10,
08-03-2020,Estonia,0,,10,
09-03-2020,Estonia,0,,10,
10-03-2020,Estonia,0,,10,
11-03-2020,Estonia,3,,13,
08-03-2020,Faroe Islands,,,1,
09-03-2020,Faroe Islands,1,,2,
10-03-2020,Faroe Islands,0,,2,
11-03-2020,Faroe Islands,0,,2,
30-01-2020,Finland,,,1,
31-01-2020,Finland,0,,1,
01-02-2020,Finland,0,,1,
02-02-2020,Finland,0,,1,
03-02-2020,Finland,0,,1,
04-02-2020,Finland,0,,1,
05-02-2020,Finland,0,,1,
06-02-2020,Finland,0,,1,
07-02-2020,Finland,0,,1,
08-02-2020,Finland,0,,1,
09-02-2020,Finland,0,,1,
10-02-2020,Finland,0,,1,
11-02-2020,Finland,0,,1,
12-02-2020,Finland,0,,1,
13-02-2020,Finland,0,,1,
14-02-2020,Finland,0,,1,
15-02-2020,Finland,0,,1,
16-02-2020,Finland,0,,1,
17-02-2020,Finland,0,,1,
18-02-2020,Finland,0,,1,
19-02-2020,Finland,0,,1,
20-02-2020,Finland,0,,1,
21-02-2020,Finland,0,,1,
22-02-2020,Finland,0,,1,
23-02-2020,Finland,0,,1,
24-02-2020,Finland,0,,1,
25-02-2020,Finland,0,,1,
26-02-2020,Finland,0,,1,
27-02-2020,Finland,1,,2,
28-02-2020,Finland,0,,2,
29-02-2020,Finland,0,,2,
01-03-2020,Finland,0,,2,
02-03-2020,Finland,4,,6,
03-03-2020,Finland,1,,7,
04-03-2020,Finland,0,,7,
05-03-2020,Finland,0,,7,
06-03-2020,Finland,5,,12,
07-03-2020,Finland,7,,19,
08-03-2020,Finland,0,,19,
09-03-2020,Finland,11,,30,
10-03-2020,Finland,10,,40,
11-03-2020,Finland,0,,40,
25-01-2020,France,,,3,
26-01-2020,France,0,,3,
27-01-2020,France,0,,3,
28-01-2020,France,0,,3,
29-01-2020,France,1,,4,
30-01-2020,France,1,,5,
31-01-2020,France,1,,6,
01-02-2020,France,0,,6,
02-02-2020,France,0,,6,
03-02-2020,France,0,,6,
04-02-2020,France,0,,6,
05-02-2020,France,0,,6,
06-02-2020,France,0,,6,
07-02-2020,France,0,,6,
08-02-2020,France,0,,6,
09-02-2020,France,5,,11,
10-02-2020,France,0,,11,
11-02-2020,France,0,,11,
12-02-2020,France,0,,11,
13-02-2020,France,0,,11,
14-02-2020,France,0,,11,
15-02-2020,France,0,,11,
16-02-2020,France,1,,12,1
17-02-2020,France,0,0,12,1
18-02-2020,France,0,0,12,1
19-02-2020,France,0,0,12,1
20-02-2020,France,0,0,12,1
21-02-2020,France,0,0,12,1
22-02-2020,France,0,0,12,1
23-02-2020,France,0,0,12,1
24-02-2020,France,0,0,12,1
25-02-2020,France,0,0,12,1
26-02-2020,France,0,0,12,1
27-02-2020,France,6,1,18,2
28-02-2020,France,20,0,38,2
29-02-2020,France,19,0,57,2
01-03-2020,France,43,0,100,2
02-03-2020,France,0,0,100,2
03-03-2020,France,91,1,191,3
04-03-2020,France,21,1,212,4
05-03-2020,France,70,0,282,4
06-03-2020,France,138,2,420,6
07-03-2020,France,193,3,613,9
08-03-2020,France,93,1,706,10
09-03-2020,France,410,9,1116,19
10-03-2020,France,286,11,1402,30
11-03-2020,France,372,3,1774,33
08-03-2020,French Guiana,,,5,
09-03-2020,French Guiana,0,,5,
10-03-2020,French Guiana,0,,5,
11-03-2020,French Guiana,0,,5,
27-02-2020,Georgia,,,1,
28-02-2020,Georgia,0,,1,
29-02-2020,Georgia,1,,2,
01-03-2020,Georgia,1,,3,
02-03-2020,Georgia,0,,3,
03-03-2020,Georgia,0,,3,
04-03-2020,Georgia,0,,3,
05-03-2020,Georgia,0,,3,
06-03-2020,Georgia,6,,9,
07-03-2020,Georgia,0,,9,
08-03-2020,Georgia,3,,12,
09-03-2020,Georgia,1,,13,
10-03-2020,Georgia,2,,15,
11-03-2020,Georgia,8,,23,
28-01-2020,Germany,,,1,
29-01-2020,Germany,3,,4,
30-01-2020,Germany,0,,4,
31-01-2020,Germany,1,,5,
01-02-2020,Germany,2,,7,
02-02-2020,Germany,1,,8,
03-02-2020,Germany,2,,10,
04-02-2020,Germany,2,,12,
05-02-2020,Germany,0,,12,
06-02-2020,Germany,0,,12,
07-02-2020,Germany,1,,13,
08-02-2020,Germany,1,,14,
09-02-2020,Germany,0,,14,
10-02-2020,Germany,0,,14,
11-02-2020,Germany,0,,14,
12-02-2020,Germany,2,,16,
13-02-2020,Germany,0,,16,
14-02-2020,Germany,0,,16,
15-02-2020,Germany,0,,16,
16-02-2020,Germany,0,,16,
17-02-2020,Germany,0,,16,
18-02-2020,Germany,0,,16,
19-02-2020,Germany,0,,16,
20-02-2020,Germany,0,,16,
21-02-2020,Germany,0,,16,
22-02-2020,Germany,0,,16,
23-02-2020,Germany,0,,16,
24-02-2020,Germany,0,,16,
25-02-2020,Germany,0,,16,
26-02-2020,Germany,2,,18,
27-02-2020,Germany,3,,21,
28-02-2020,Germany,5,,26,
29-02-2020,Germany,31,,57,
01-03-2020,Germany,0,,57,
02-03-2020,Germany,72,,129,
03-03-2020,Germany,28,,157,
04-03-2020,Germany,39,,196,
05-03-2020,Germany,66,,262,
06-03-2020,Germany,272,,534,
07-03-2020,Germany,105,,639,
08-03-2020,Germany,156,,795,
09-03-2020,Germany,317,,1112,
10-03-2020,Germany,27,,1139,2
11-03-2020,Germany,157,0,1296,2
05-03-2020,Gibraltar,,,1,
06-03-2020,Gibraltar,0,,1,
07-03-2020,Gibraltar,0,,1,
08-03-2020,Gibraltar,0,,1,
09-03-2020,Gibraltar,0,,1,
10-03-2020,Gibraltar,0,,1,
11-03-2020,Gibraltar,0,,1,
27-02-2020,Greece,,,1,
28-02-2020,Greece,2,,3,
29-02-2020,Greece,0,,3,
01-03-2020,Greece,0,,3,
02-03-2020,Greece,4,,7,
03-03-2020,Greece,0,,7,
04-03-2020,Greece,0,,7,
05-03-2020,Greece,2,,9,
06-03-2020,Greece,23,,32,
07-03-2020,Greece,0,,32,
08-03-2020,Greece,34,,66,
09-03-2020,Greece,7,,73,
10-03-2020,Greece,0,,73,
11-03-2020,Greece,16,,89,
10-03-2020,Guernsey,,,1,
11-03-2020,Guernsey,0,,1,
07-03-2020,Holy See,,,1,
08-03-2020,Holy See,0,,1,
09-03-2020,Holy See,0,,1,
10-03-2020,Holy See,0,,1,
11-03-2020,Holy See,0,,1,
05-03-2020,Hungary,,,2,
06-03-2020,Hungary,0,,2,
07-03-2020,Hungary,3,,5,
08-03-2020,Hungary,2,,7,
09-03-2020,Hungary,2,,9,
10-03-2020,Hungary,0,,9,
11-03-2020,Hungary,4,,13,
02-03-2020,Iceland,,,2,
03-03-2020,Iceland,7,,9,
04-03-2020,Iceland,7,,16,
05-03-2020,Iceland,10,,26,
06-03-2020,Iceland,0,,26,
07-03-2020,Iceland,19,,45,
08-03-2020,Iceland,0,,45,
09-03-2020,Iceland,10,,55,
10-03-2020,Iceland,0,,55,
11-03-2020,Iceland,6,,61,
30-01-2020,India,,,1,
31-01-2020,India,0,,1,
01-02-2020,India,0,,1,
02-02-2020,India,1,,2,
03-02-2020,India,1,,3,
04-02-2020,India,0,,3,
05-02-2020,India,0,,3,
06-02-2020,India,0,,3,
07-02-2020,India,0,,3,
08-02-2020,India,0,,3,
09-02-2020,India,0,,3,
10-02-2020,India,0,,3,
11-02-2020,India,0,,3,
12-02-2020,India,0,,3,
13-02-2020,India,0,,3,
14-02-2020,India,0,,3,
15-02-2020,India,0,,3,
16-02-2020,India,0,,3,
17-02-2020,India,0,,3,
18-02-2020,India,0,,3,
19-02-2020,India,0,,3,
20-02-2020,India,0,,3,
21-02-2020,India,0,,3,
22-02-2020,India,0,,3,
23-02-2020,India,0,,3,
24-02-2020,India,0,,3,
25-02-2020,India,0,,3,
26-02-2020,India,0,,3,
27-02-2020,India,0,,3,
28-02-2020,India,0,,3,
29-02-2020,India,0,,3,
01-03-2020,India,0,,3,
02-03-2020,India,0,,3,
03-03-2020,India,2,,5,
04-03-2020,India,1,,6,
05-03-2020,India,23,,29,
06-03-2020,India,1,,30,
07-03-2020,India,1,,31,
08-03-2020,India,3,,34,
09-03-2020,India,9,,43,
10-03-2020,India,1,,44,
11-03-2020,India,16,,60,
02-03-2020,Indonesia,,,2,
03-03-2020,Indonesia,0,,2,
04-03-2020,Indonesia,0,,2,
05-03-2020,Indonesia,0,,2,
06-03-2020,Indonesia,0,,2,
07-03-2020,Indonesia,0,,2,
08-03-2020,Indonesia,4,,6,
09-03-2020,Indonesia,0,,6,
10-03-2020,Indonesia,13,,19,
11-03-2020,Indonesia,8,,27,1
06-02-2020,International conveyance (Diamond Princess),,,20,
07-02-2020,International conveyance (Diamond Princess),41,,61,
08-02-2020,International conveyance (Diamond Princess),3,,64,
09-02-2020,International conveyance (Diamond Princess),0,,64,
10-02-2020,International conveyance (Diamond Princess),6,,70,
11-02-2020,International conveyance (Diamond Princess),65,,135,
12-02-2020,International conveyance (Diamond Princess),40,,175,
13-02-2020,International conveyance (Diamond Princess),-1,,174,
14-02-2020,International conveyance (Diamond Princess),44,,218,
15-02-2020,International conveyance (Diamond Princess),0,,218,
16-02-2020,International conveyance (Diamond Princess),137,,355,
17-02-2020,International conveyance (Diamond Princess),99,,454,
18-02-2020,International conveyance (Diamond Princess),0,,454,
19-02-2020,International conveyance (Diamond Princess),88,,542,
20-02-2020,International conveyance (Diamond Princess),79,,621,2
21-02-2020,International conveyance (Diamond Princess),13,0,634,2
22-02-2020,International conveyance (Diamond Princess),0,0,634,2
23-02-2020,International conveyance (Diamond Princess),0,1,634,3
24-02-2020,International conveyance (Diamond Princess),61,0,695,3
25-02-2020,International conveyance (Diamond Princess),-4,0,691,3
26-02-2020,International conveyance (Diamond Princess),0,0,691,3
27-02-2020,International conveyance (Diamond Princess),14,1,705,4
28-02-2020,International conveyance (Diamond Princess),0,0,705,4
29-02-2020,International conveyance (Diamond Princess),0,2,705,6
01-03-2020,International conveyance (Diamond Princess),0,0,705,6
02-03-2020,International conveyance (Diamond Princess),1,0,706,6
03-03-2020,International conveyance (Diamond Princess),0,0,706,6
04-03-2020,International conveyance (Diamond Princess),0,0,706,6
05-03-2020,International conveyance (Diamond Princess),0,0,706,6
06-03-2020,International conveyance (Diamond Princess),-10,0,696,6
07-03-2020,International conveyance (Diamond Princess),0,0,696,6
08-03-2020,International conveyance (Diamond Princess),0,1,696,7
09-03-2020,International conveyance (Diamond Princess),0,0,696,7
10-03-2020,International conveyance (Diamond Princess),0,0,696,7
11-03-2020,International conveyance (Diamond Princess),0,0,696,7
20-02-2020,Iran,,,2,2
21-02-2020,Iran,3,0,5,2
22-02-2020,Iran,13,2,18,4
23-02-2020,Iran,10,1,28,5
24-02-2020,Iran,15,3,43,8
25-02-2020,Iran,18,4,61,12
26-02-2020,Iran,34,3,95,15
27-02-2020,Iran,46,7,141,22
28-02-2020,Iran,104,4,245,26
29-02-2020,Iran,143,8,388,34
01-03-2020,Iran,205,9,593,43
02-03-2020,Iran,385,11,978,54
03-03-2020,Iran,523,12,1501,66
04-03-2020,Iran,835,11,2336,77
05-03-2020,Iran,586,15,2922,92
06-03-2020,Iran,591,15,3513,107
07-03-2020,Iran,1234,17,4747,124
08-03-2020,Iran,1076,21,5823,145
09-03-2020,Iran,743,49,6566,194
10-03-2020,Iran,595,43,7161,237
11-03-2020,Iran,881,54,8042,291
25-02-2020,Iraq,,,1,
26-02-2020,Iraq,4,,5,
27-02-2020,Iraq,1,,6,
28-02-2020,Iraq,1,,7,
29-02-2020,Iraq,1,,8,
01-03-2020,Iraq,5,,13,
02-03-2020,Iraq,6,,19,
03-03-2020,Iraq,7,,26,
04-03-2020,Iraq,5,,31,
05-03-2020,Iraq,5,,36,2
06-03-2020,Iraq,0,0,36,2
07-03-2020,Iraq,8,2,44,4
08-03-2020,Iraq,10,0,54,4
09-03-2020,Iraq,6,2,60,6
10-03-2020,Iraq,1,0,61,6
11-03-2020,Iraq,0,0,61,6
01-03-2020,Ireland,,,1,
02-03-2020,Ireland,0,,1,
03-03-2020,Ireland,0,,1,
04-03-2020,Ireland,1,,2,
05-03-2020,Ireland,0,,2,
06-03-2020,Ireland,12,,14,
07-03-2020,Ireland,4,,18,
08-03-2020,Ireland,1,,19,
09-03-2020,Ireland,2,,21,
10-03-2020,Ireland,3,,24,
11-03-2020,Ireland,10,,34,
22-02-2020,Israel,,,1,
23-02-2020,Israel,0,,1,
24-02-2020,Israel,0,,1,
25-02-2020,Israel,1,,2,
26-02-2020,Israel,0,,2,
27-02-2020,Israel,0,,2,
28-02-2020,Israel,1,,3,
29-02-2020,Israel,2,,5,
01-03-2020,Israel,2,,7,
02-03-2020,Israel,0,,7,
03-03-2020,Israel,3,,10,
04-03-2020,Israel,2,,12,
05-03-2020,Israel,3,,15,
06-03-2020,Israel,0,,15,
07-03-2020,Israel,4,,19,
08-03-2020,Israel,6,,25,
09-03-2020,Israel,14,,39,
10-03-2020,Israel,0,,39,
11-03-2020,Israel,36,,75,
31-01-2020,Italy,,,2,
01-02-2020,Italy,0,,2,
02-02-2020,Italy,0,,2,
03-02-2020,Italy,0,,2,
04-02-2020,Italy,0,,2,
05-02-2020,Italy,0,,2,
06-02-2020,Italy,0,,2,
07-02-2020,Italy,1,,3,
08-02-2020,Italy,0,,3,
09-02-2020,Italy,0,,3,
10-02-2020,Italy,0,,3,
11-02-2020,Italy,0,,3,
12-02-2020,Italy,0,,3,
13-02-2020,Italy,0,,3,
14-02-2020,Italy,0,,3,
15-02-2020,Italy,0,,3,
16-02-2020,Italy,0,,3,
17-02-2020,Italy,0,,3,
18-02-2020,Italy,0,,3,
19-02-2020,Italy,0,,3,
